adres,phone,email,gtag,gtm,ua,wordpress,facebook,meta-pixel,pixel,instagram,linkedin,edrone,getresponse,salesmanago,shop,woocommerce,idosell,shopify,magento,shoper
https://www.drcichobieg.pl,,,False,True,True,False,"facebook.com/tr?id=2612900492290323&ev=PageView&noscript=1""",True,True,instagram.com/drcichobieg,,False,False,False,True,False,False,False,False,True
https://www.drscrub.eu,+48602448462,biuro@drscrub.eu,False,False,True,False,facebook.com/Dr-Scrub-103367272012569,True,False,instagram.com/drscrubpl,,False,False,False,True,False,False,False,False,False
https://www.spawear.pl,48535547400,,False,True,False,True,facebook.com/spawearpl,True,False,instagram.com/spawear.pl,,False,False,False,True,True,False,False,False,False
https://www.apolonia.com.pl,+48506494762,apolonia@apolonia.com.pl,False,False,True,False,facebook.com/ApoloniaOdziezMedyczna,True,True,instagram.com/apolonia_odziezmedyczna,,False,False,False,True,False,True,False,False,False
https://www.ordynator.com.pl,,,False,False,False,True,,True,False,,,False,False,False,True,True,False,False,False,False
https://www.jullita.pl,,esklep@jullita.pl,False,False,True,True,facebook.com/jullitaPL,True,False,instagram.com/jullitapl,,False,False,False,False,False,False,False,False,False
https://www.blusetta.pl,+48606320731,blusetta@blusetta.pl,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,False
https://www.dziswlodzi.pl,,kontakt@dziswlodzi.pl,False,False,True,False,facebook.com/tr?id=1951666178179217&ev=PageView,True,False,instagram.com/dziswlodzi.pl,,False,False,False,False,False,False,False,False,False
https://www.eodziezmedyczna.pl,//+48502220670,sklepworker@gmail.com,False,True,True,False,facebook.com/WorkerAnnaDomanska,True,False,,,False,False,False,True,False,False,False,False,False
https://www.wodnasowa.pl,,,False,False,False,False,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.aurii.pl,510905775,,False,True,True,False,"facebook.com/tr?id=3309289472516066&ev=PageView&noscript=1""",True,True,instagram.com/aurii_pl,,False,False,False,True,False,False,False,False,False
https://www.stelo.pl,+48733888520,info@stelo.pl,False,True,True,False,facebook.com/stelofanpage,True,True,instagram.com/stelo_pl,,False,False,False,True,False,False,False,False,False
https://www.namedycyne.shop.pl,514445541,,False,False,True,False,"facebook.com/tr?id=325289861750445&ev=PageView&noscript=1""",True,True,instagram.com/namedycyne.shop,,False,False,False,True,False,False,False,False,False
https://www.clcl.pl,,,False,True,True,False,facebook.com/tr?id=1771127132909849&ev=PageView&noscript=1',True,True,,,True,False,False,True,False,False,False,False,True
https://www.vinted.pl,,,False,False,False,False,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.scrubsoteka.pl,,,False,False,True,False,"facebook.com/profile.php?id=100090847330857""><img",True,True,instagram.com/scrubsoteka.medstore,,False,False,False,False,False,False,False,False,False
https://www.ohscrubs.pl,,,False,False,False,True,,True,False,instagram.com/ohscrubs_pl,,False,False,False,False,False,False,False,False,False
https://www.efimed.pl,+48515785143,sklep@efimed.pl,False,False,True,True,"facebook.com/EfimedOfficial"">",True,False,instagram.com/efimed_official,,False,False,False,True,True,False,False,False,False
https://www.medheroes.pl,,,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.pwagnes.pl,,,False,False,False,False,facebook.com/people,True,False,,"linkedin.com/in/tomasz-bobruś-b51b608a"">tomasz",False,False,False,True,False,False,False,False,False
https://www.czulosc.pl,,,False,False,False,False,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.pinterest.com,,,False,False,False,False,facebook.com/v2.7,True,True,,,False,False,False,False,False,False,False,False,False
https://www.venauniformy.pl,,esklep@venauniformy.pl,False,True,False,False,facebook.com/venauniformypl,True,True,instagram.com/venauniformypl,,False,False,False,True,False,False,False,False,False
https://www.lumili.pl,,,False,True,True,True,"facebook.com/lumilimed""",True,True,instagram.com/lumili.pl,,False,False,False,True,True,False,False,False,False
https://www.ceneo.pl,,,False,True,True,False,"facebook.com/CeneoPL""",True,True,instagram.com/ceneopl,,False,False,False,False,False,False,False,False,False
https://www.instagram.com,,,False,False,False,False,facebook.com/docs,True,True,instagram.com/rsrc.php,,False,False,False,False,False,False,False,False,False
https://www.kokolu.pl,,studio@kokolu.pl,False,False,True,True,facebook.com/kokolumedic,True,True,instagram.com/kokolumedic,,False,False,False,True,True,False,False,False,False
https://www.ktyrka.com,,kontakt@ktyrka.com,False,True,False,False,"facebook.com/ktyrka"">",True,True,instagram.com/k.tyrka,,False,False,False,True,False,False,False,False,False
https://www.louislanier.com,,,False,True,True,False,"facebook.com/tr?id=834714523910065&ev=PageView&noscript=1""",True,True,instagram.com/p,,False,False,False,True,False,False,False,False,False
https://www.amazon.pl,,,False,False,False,False,,True,True,,,False,False,False,False,False,False,False,False,False
https://www.medesign.pl,+48530821788,sklep@medesign.pl,False,False,False,True,"facebook.com/medesign.outfit""",True,False,instagram.com/medesign.outfit,,False,False,False,True,True,False,False,False,False
https://www.rymki.com,,sklep@rymki.com,False,True,True,False,facebook.com/tr?id=343377231034787&ev=PageView&noscript=1',True,True,,,False,False,False,True,False,False,False,False,True
https://www.doktorfit.edu.pl,,,False,True,True,True,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.medicstar.pl,+48122514287,biuro@medicstar.pl,False,True,True,True,facebook.com/Medicstar-Odzie-Medyczna-110792477065360,True,True,,,False,False,False,True,True,False,False,False,False
https://www.renafartuszki.pl,,,False,False,False,False,"facebook.com/renafartuszki""",True,False,instagram.com/renafartuszki.pl,,False,False,True,True,False,False,False,False,False
https://www.kafeteria.pl,,lifestyle@grupawp.pl,False,True,False,False,"facebook.com/kafeteriapl""",True,False,,,False,False,False,False,False,False,False,False,False
https://www.medizal.pl,+48606770349,sklep@medizal.pl,False,True,True,False,"facebook.com/tr?id=184322943451576&ev=PageView&noscript=1""",True,True,,,True,False,True,True,False,False,False,False,True
https://www.radiolodz.pl,,,False,False,True,True,"facebook.com/RadioLodz""",True,True,"instagram.com/radiolodz""",,False,False,False,False,False,False,False,False,False
https://www.med4med.store,48798678778,info@med4med.store,False,False,True,True,"facebook.com/MED4MED.store""",True,True,instagram.com/med4med.store,,False,False,False,True,True,False,False,False,False
https://www.eurostylmedyczna.pl,,,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.odziezdlamedyka.pl,662 943 094,kontakt@odziezdlamedyka.pl,False,True,True,False,"facebook.com/tr?id=639301723616348&ev=PageView&noscript=1""",True,True,,,False,False,False,True,False,False,False,False,False
https://www.hansa.com.pl,+48 85 743 72 80,,False,False,True,False,"facebook.com/tr?id=1621684681346357&ev=PageView&noscript=1""",True,True,,,False,False,False,True,False,False,False,False,False
https://www.eldan.pl,,zamowienia@eldan.pl,False,False,True,False,"facebook.com/eldanpl""><svg",True,False,instagram.com/eldanpolska,,True,False,False,True,False,False,False,False,False
https://www.iszczecinek.pl,,,False,False,True,False,"facebook.com/213292052070523"">",True,False,,,False,False,False,False,False,False,False,False,False
https://www.butikmedyczny.pl,728334304,biuro@butikmedyczny.pl,False,False,True,False,facebook.com/butikmedycznypl,True,True,,,False,False,False,True,False,True,False,False,False
https://www.youtube.com,,,False,False,False,False,,True,True,"instagram.com/kubanczyk.official\nKubańczyk...""}]},""longBylineText"":{""runs"":[{""text"":""Kubańczyk"",""navigationEndpoint"":{""clickTrackingParams"":""CKkBENwwIhMIxrPI09SK_wIVD1ebCh0PUQpd"",""commandMetadata"":{""webCommandMetadata"":{""url"":""",,False,False,False,True,False,False,False,False,False
https://www.haftmarket.pl,,,False,False,True,False,"facebook.com/Haftmarketpl""",True,False,,,False,False,False,False,False,False,False,False,False
https://www.bigjo.pl,,,False,False,True,True,"facebook.com/BigJo-\u017byjemy-newsami-995721463918261"",""https:",True,True,,,False,False,False,False,False,False,False,False,False
https://www.salus-med.pl,,,False,True,True,False,"facebook.com/tr?id=290402748709703&amp;ev=PageView&amp;noscript=1""><",True,False,,,False,False,False,True,False,False,False,False,False
https://www.dzienniknaukowy.pl,,,False,True,True,False,facebook.com/Dziennik-Naukowy-716648515078546,True,False,,,False,False,False,False,False,False,False,False,False
https://www.facebook.com,,,False,False,False,False,"facebook.com/""><meta",True,True,,,False,False,False,False,False,False,False,False,False
https://www.expodziezmedyczna.pl,,,False,True,True,False,"facebook.com/tr?id=894050484922611&ev=PageView&noscript=1""",True,True,instagram.com/odziez_medyczna,,False,False,False,True,False,False,False,False,True
https://www.perfectuniforms.pl,,hello@perfectuniforms.pl,False,False,True,True,facebook.com/PerfectUniformsPL,True,False,instagram.com/perfectuniforms.pl,,False,False,False,True,True,False,False,False,False
https://www.wearfigs.com,,,False,True,False,False,"facebook.com/wearfigs"",",True,True,"instagram.com/wearfigs"",",,False,False,False,False,False,False,False,False,False
https://www.udsk.pl,,,False,False,False,True,"facebook.com/udskbialystok"">Nasz",True,False,,,False,False,False,False,False,False,False,False,False
https://www.medora.pl,,,False,False,True,False,facebook.com/medoraofficial,True,False,instagram.com/medora_official,,False,False,False,False,False,False,False,False,False
https://www.beretta.net.pl,,,False,False,True,True,facebook.com/berettamed,True,False,,,False,False,False,True,True,False,False,False,False
https://www.sortmund.pl,663066603,sklep@sortmund.pl,False,False,True,False,facebook.com/about,True,True,,,True,False,False,True,False,True,False,False,False
https://www.sprzedajemy.pl,,,False,True,False,False,"facebook.com/tr?id=506408729490141&amp;ev=PageView&amp;noscript=1""",True,False,,,False,False,False,True,False,False,False,False,False
https://www.pigulasklep.pl,,,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.medstudio.pl,,,False,False,False,False,,True,True,,,False,False,False,False,False,False,False,False,False
https://www.dlapacjenta.pl,,,False,True,True,False,"facebook.com/tr?id=283915266408645&amp;ev=PageView&amp;noscript=1""><",True,False,,,False,False,True,True,False,False,False,False,False
https://www.engelbert-strauss.pl,,,False,False,False,False,,True,False,,,False,False,False,True,False,False,False,False,False
https://www.modix.com.pl,+48723729665,,False,False,False,False,"facebook.com/tr?id=713425840568364&ev=PageView&noscript=1""",True,False,instagram.com/modix_official,,False,False,False,True,False,False,False,False,False
https://www.modernbhp.pl,,biuro@modernbhp.pl,True,True,True,False,"facebook.com/modernbhp"">XD<",True,True,instagram.com/modernbhp.pl,,False,False,False,True,False,False,False,False,True
https://www.bellus.pl,,,False,True,True,False,facebook.com/tr?id=324011255709563&ev=PageView&noscript=1',True,True,,,False,False,False,True,False,False,False,False,True
https://www.praxisdienst.pl,,,False,False,False,False,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.lidl.pl,,,False,True,False,False,facebook.com/lidlpolska,True,False,instagram.com/lidlpolska,,False,False,False,True,False,False,False,False,False
https://www.antar.pl,533055228,antar@antar.pl,False,True,True,False,facebook.com/AntarKrakow,True,True,,,False,False,False,True,False,False,False,False,True
https://www.kegel24.pl,+48 182 610 894,info@kegel24.pl,False,False,True,False,,True,False,,,False,False,False,True,False,False,False,False,False
https://www.pracownialula.pl,,biuro@pracownialula.pl,False,True,True,False,"facebook.com/tr?id=488288018389744&ev=PageView&noscript=1""",True,True,,,False,False,False,True,False,False,False,False,True
https://www.spacemed.pl,+48887400800,sklep@spacemed.pl,False,True,True,False,facebook.com/spacemedPL,True,True,,,False,False,False,True,False,False,False,False,True
https://www.pielegniarki.info.pl,,,False,True,False,True,facebook.com/PortalPielegniarekiPoloznych,True,False,instagram.com/sklep.pielegniarki.info.pl,,False,False,False,False,False,False,False,False,False
https://www.fryda.com.pl,,,False,False,True,True,"facebook.com/tr?id=520681228499124&ev=PageView&noscript=1""",True,False,,,False,False,False,False,False,False,False,False,False
https://www.twojkoliber.pl,,sklepinter.koliber@gmail.com,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.novamed.pl,+42 714 36 00,sklep@novamed.pl,False,True,True,False,"facebook.com/tr?id=1094213380709645&ev=PageView&noscript=1""",True,False,,,False,False,False,True,False,False,False,True,False
https://www.edora-med.pl,,,False,True,False,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.medline.shop.pl,,,False,True,False,False,"facebook.com/Medline-104138955734674""><span",True,True,instagram.com/__medline__,,False,False,False,True,False,False,False,False,True
https://www.meduses.pl,,,False,True,True,False,"facebook.com/tr?id=516519656393589&ev=PageView&noscript=1""",True,True,"instagram.com/'+username+'""",,False,False,False,True,False,False,False,False,True
https://www.krystian.com.pl,+ 48486752588 ,info@krystian.com.pl,False,True,False,True,facebook.com/tr?id=914587949106128&ev=PageView&noscript=1,True,True,,,False,False,False,False,False,False,False,False,False
https://www.clean24.pl,483777304,biuro@clean24.pl,False,True,True,False,facebook.com/tr?id=431683981399909&amp;ev=PageView&amp;noscript=1',True,True,,,False,False,False,True,False,True,False,False,False
https://www.fashionroom-odziezmedyczna.pl,,,False,True,False,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.vanitysklep.pl,713067172,zamowienia@vanitysklep.pl,False,True,True,False,facebook.com/VanitySklep,True,True,instagram.com/vanity.sklep,,False,False,False,True,False,False,False,False,False
https://www.megamedic.pl,,,False,True,True,False,facebook.com/tr?id=693960131929288&ev=PageView&noscript=1',True,True,instagram.com/megamedic.pl,,False,False,False,True,False,False,False,False,False
https://www.sklepdlalekarza.com,,%73%6b%6c%65%70@%73%6b%6c%65%70%64%6c%61%6c%65%6b%61%72%7a%61.%70%6c,False,False,False,False,"facebook.com/sklepdlalekarza.fanpage""",True,False,instagram.com/sklepdlalekarza,,False,False,False,True,False,False,False,False,False
https://www.cocomed.eu,,kontakt@cocomed.eu,False,False,True,True,facebook.com/cocomed.eu,True,True,instagram.com/cocomed.eu,,False,False,False,True,True,False,False,False,False
https://www.ratujesz.pl,+48785905095,sklep@ratujesz.pl,False,True,True,False,facebook.com/ratujesz,True,True,instagram.com/ratujesz,,True,True,False,True,False,False,False,False,True
https://www.womenshealth.pl,,,False,False,False,False,,True,False,,,False,False,False,False,False,False,False,False,False
https://www.sandra-med.pl,+48 667 193 652,sklep@sandra-med.pl,False,False,False,False,"facebook.com/tr?id=849770282839679&ev=PageView&noscript=1""",True,True,,,False,False,False,True,False,False,False,False,False
https://www.redaruniformy.pl,,,False,True,True,False,,True,True,,,False,False,False,True,False,False,False,False,True
https://www.paypo.pl,,,False,True,False,False,facebook.com/policy.php,True,True,instagram.com/paypo.pl,,False,False,False,False,False,False,False,False,False
https://www.inwhite.store,+48585859551,gdansk@inwhite.ua,False,True,False,False,"facebook.com/tr?id=490616592473870&ev=PageView&noscript=1""",True,True,instagram.com/inwhite.store.pl,,False,False,False,True,False,False,False,False,False
https://www.moderncompany.pl,+48519492611,biuro@moderncompany.pl,False,True,False,False,"facebook.com/modernbhp"">Facebook<",True,False,instagram.com/modernbhp.pl,,False,False,False,False,False,False,False,False,False
https://www.ubraniadlakucharzy.pl,,,False,True,True,False,facebook.com/ubraniadlakucharzypl-106685177611137,True,True,instagram.com/ubraniadlakucharzy.pl,,False,False,False,True,False,False,False,False,True
https://www.fartuszki.waw.pl,,rates1@wp.pl,False,False,False,False,facebook.com/sharer,True,False,,,False,False,False,False,False,False,False,False,False
https://www.kams.com.pl,124120216,sklep@kams.com.pl,False,True,True,False,"facebook.com/Kams-Hurtownia-i-sklep-BHP-302302039818366"",",True,False,,,False,False,False,True,False,False,False,False,False
https://www.stronazdrowia.pl,,,False,True,False,False,facebook.com/stronazdrowiapl,True,True,,,False,False,False,True,False,False,False,False,False
https://www.uniformio.pl,881-312-426,sklep@uniformio.pl,False,True,True,False,"facebook.com/tr?id=342855033363049&ev=PageView&noscript=1""",True,False,,,False,False,False,True,False,False,False,False,False
https://www.shein.com,,,False,True,True,False,facebook.com/tr,True,True,instagram.com/sheinofficial,,False,False,False,False,False,False,False,False,False
https://www.medonet.pl,,,False,True,False,False,facebook.com/medonetpl,True,False,,,False,False,False,True,False,False,False,False,False
